CHUNK,TIPO,PREGUNTA,RESPUESTA
Puerta de gran calidad para ambientes interiores. Colócala también como puerta principal si vives en departamento.,DESCRIPCION,,
tapacanto grueso 22x3mm lila de la marca sm del area de ferreteria para los tableros aglomerados de la linea tapacantos de procedencia nacional al precio de 0.1 soles,PRODUCTO,,
Use este aparato sólo para su propósito.,OBSERVACIONES,,
"tamaño del producto moderado, altura del producto 180.00 cm, ancho del producto 180.00 cm, profundidad del producto 0.10 cm, volumen del producto 3240, diametro del producto 0, ean 2000001080030, medidas 180.00x0.10x180.00, tipo de producto cortina, modelo galaxy, color blanco, material poliéster, garantía 1 año, procedencia importado, país de origen china",FICHA,,
"esmalte esmaltek mate negro 1 gl de la marca tekno del area de pinturas para los esmaltes, barnices y solventes de la linea esmaltes y oleos de procedencia nacional al precio de 47.0 soles",PRODUCTO,,
"acabado brillante, altura del producto 28.20 cm, ancho del producto 25.50 cm, profundidad del producto 25.50 cm, volumen del producto 18337.05, diametro del producto 25.50 cm, ean 7894693743374, medidas 25.50x25.50x28.20, tipo de producto tacho para basura, modelo swing, color plata, material acero inoxidable, procedencia nacional, país de origen brasil",FICHA,,
cola vinilica pva  extra blanco 1000 gr de la marca tekbond del area de pinturas para los pegamentos y adhesivos de la linea colas vinilicas de procedencia nacional al precio de 13.4 soles,PRODUCTO,,
"altura del producto 15.00 cm, ancho del producto 40.00 cm, profundidad del producto 55.00 cm, volumen del producto 33000, ean 7809574302199, medidas 40.00x55.00x15.00, tipo de producto pegamento, modelo revoque seco saco 25kg, color blanco, material yeso, garantía 06 meses por defectos de fabricación, procedencia nacional, país de origen chile",FICHA,,
Este producto no brinda protección contra descargas eléctricas.,OBSERVACIONES,,
cama americana esmirna 1.5 plz de la marca el cisne del area de muebles para los dormitorios de la linea colchones de procedencia nacional al precio de 1449.0 soles,PRODUCTO,,
Asegurarse de tomar las medidas correctamente antes de la instalación. Limpiar con un paño húmedo.,RECOMENDACIONES,,
Para usar con las herramientas marca Dremel,OBSERVACIONES,,
piso lamin ac3 7mm roble wild bicelado 2.46 m2 de la marca eurohome del area de pisos y revestimientos para los pisos laminados de la linea piso laminado de procedencia importado al precio de 49.2 soles,PRODUCTO,,
"Repuesto hecho de espuma PVA compacta, ideal para trapeador absorbente de 26 cm de la marca Neco, muy fácil de colocar gracias a los pliegues de plástico ubicados en la parte superior del repuesto. Altamente absorbente, de fácil reemplazo y lavable.",CARACTERISTICAS,,
tetera rojo metalica ac.inox 2.5 lts de la marca orange del area de cocina para los menaje de la linea sartenes de procedencia importado al precio de 9.9 soles,PRODUCTO,,
"Producto manufacturado en aluminio con recubrimiento antiadherente interior y exterior en color gris. El recubrimiento antiadherente evita que los alimentos se pegen facilitando su limpieza. Fondo con aros difusores que distribuyen el calor uniformemente, proporcionando una cocción más rápida y ahorro de energía. Mango de bakelita aislante de calor con diseño ergonómico para un manejo cómodo y seguro. Brida de acero inoxidable aislante de calor.",CARACTERISTICAS,,
"|Sartén 26cm de diametro|color Gris |Manufacturado en aluminio antiadherente |Fondo con aros difusores | Mango de bakelita aislante de calor |Brida de acero inoxidable aislante de calor | Ideal para uso en cocinas gas, eléctricas y vitrocerámica.",CARACTERISTICAS,,
De fácil armado. Excelente estructura. Resistencia y durabilidad a su alcance.,CARACTERISTICAS,,
i&o-espejo cenizo 62x132 cm de la marca orange del area de organizacion y decoracion para los decorativos de la linea espejos de procedencia importado al precio de 50.0 soles,PRODUCTO,,
"volumen del producto 0, ean 2000001097458, color no aplica, garantía 1 año, procedencia nacional",FICHA,,
"Limpiar con paño húmedo o semi-húmedo de microfibra o poliseda, también puede usar plumero.",RECOMENDACIONES,,
"Buscas el descanso soñado y renovar tu habitación, aprovecha lo que Promart tiene para ti!!",DESCRIPCION,,
No aplica,OBSERVACIONES,,
"Pisos térmicos, higiénicos de larga duración y fáciles de instalar. Recubre los pisos de tu hogar y lúcelos siempre limpios y brillantes.",DESCRIPCION,,
"Leer las instrucciones de uso, antes de utilizar el aparato.",RECOMENDACIONES,,
Posee excelentes propiedades eléctricas. El aislamiento permite mayor capacidad de corriente en cualquier condición de operación. Mínimas pérdidas dieléctricas. Alta resistencia de aislamiento. No propaga el incendio. Posee baja emisión de humos tóxicos y es libre de halógenos. Puede ser instalado en ductos o directamente enterrado en lugares secos y húmedos. Temperatura ambiente: 30°C. Temperatura del terreno: 20°C. Temperatura máxima del conductor: 90°C. Tensión nominal de servicio: 0.6/1 kV.,CARACTERISTICAS,,
"altura del producto 10.67 cm, ancho del producto 3.37 cm, profundidad del producto 2.40 cm, volumen del producto 86.29896, diametro del producto no aplica, ean 2000001228906, medidas 3.37x2.40x10.67, tipo de producto tomacorriente, modelo 270blk, color negro, material termoplástico, garantía 1 año, procedencia nacional, país de origen estados unidos",FICHA,,
disco diamantado 115mm porcelanato de la marca kwb del area de herramientas para los accesorios para herramientas electricas de la linea discos de corte de procedencia importado al precio de 199.0 soles,PRODUCTO,,
"volumen del producto 0, ean 2000000214276, color no aplica, garantía 1 año, procedencia nacional",FICHA,,
Añade un toque étnico al espacio.,CARACTERISTICAS,,
jgo ollas ceramic line wood blanco 7pzas de la marca record del area de cocina para los menaje de la linea sartenes de procedencia nacional al precio de 469.0 soles,PRODUCTO,,
Asegurarse de una correcta instalación.,OBSERVACIONES,,
"Pasa momentos familiares como almuerzos, cenas o compartiendo de la mejor manera con los nuevos juegos de comedor que Promart.pe tiene en exclusiva para ti.",DESCRIPCION,,
Limpieza con un paño humedo,RECOMENDACIONES,,
Garantía de la cabecera 1 año.,OBSERVACIONES,,
"Es necesario comprar kit de fijación (tornillos y tarugos) para adosar la escuadra a la pared, solo se puede fijar en paredes de material noble, madera o una superficie solida. Revisar que la pared esté nivelada.",OBSERVACIONES,,
extension hvlp de la marca wagner del area de herramientas para los accesorios para herramientas electricas de la linea accesorios compresoras de procedencia nacional al precio de 159.9 soles,PRODUCTO,,
"Mantener limpio, exento de polvo y libre humedad, para evitar oxidación o deterioro de la eficiencia. Recomendados para espacios residenciales, cocinas/kitchenette, salas y halls, pasillos interiores o exteriores de comercios.",RECOMENDACIONES,,
reflector 10w/765 de la marca bellalux del area de iluminacion para los iluminacion exterior de la linea reflectores de procedencia nacional al precio de 29.9 soles,PRODUCTO,,
No aplica,OBSERVACIONES,,
"Capacidad máxima de operación 16AX y una tensión nominal de 250V, diseñado para circuitos de carga resistiva e inductiva y un orificio para incorporar un piloto que me permite visualizar de manera facil el interruptor en la oscuridad.",OBSERVACIONES,,
"Gabinete organizador para baño con cuerpo de 100% acero, 2 puertas de estructura de acero con frente de vidrio tipo espejo, apertura corrediza en ambas puertas, en el interior viene con 1 repisa no regulables que soportan un máximo de 3 kg, Tirador o jalador de acero y riel del mismo material.",CARACTERISTICAS,,
Limpieza con paño seco o húmedo con producto neutro.,RECOMENDACIONES,,
Trabajar en área limpia y bien iluminada. Almacenar en lugar fresco y seco.,RECOMENDACIONES,,
"altura del producto 28.80 cm, ancho del producto 27.50 cm, profundidad del producto 13.50 cm, volumen del producto 10692, ean 197050005403, medidas 27.50x13.50x28.80, tipo de producto fresadora, modelo rp001gz, color verde, material poliamida, garantía 1 año, procedencia nacional, país de origen china",FICHA,,
"Ya seas un profesional de la construcción o no, tus trabajos quedarán impecables gracias a la excelente calidad de los productos que esta marca te ofrece.Hoy trae el cincel SDS-Max con punta twisted de velocidad RTec. Gracias a la cuña con tecnología de auto afilado, experimentarás 30% más de remoción del material con el que estés trabajando.Trabaja con precisión y seguridad. ¡Encuentra los productos en Promart!",DESCRIPCION,,
Excelente calidad. Resistencia y durabilidad.,CARACTERISTICAS,,
"silla toulouse blanco de la marca duraplast del area de muebles para los mesas, sillas y bancos de la linea bancos y sillas decorativos de procedencia nacional al precio de 129.9 soles",PRODUCTO,,
calentador a gas glp 10 lt de la marca aquamaxx del area de baños para los termas y calentadores de la linea calentadores a gas -glp de procedencia nacional al precio de 899.0 soles,PRODUCTO,,
No exponga la herramienta a la lluvia y evite que penetren líquidos en su interior,OBSERVACIONES,,
Lavar periódicamente a mano con un producto especial para el material,RECOMENDACIONES,,
"alicate pelacable ergo 7"" de la marca best value del area de herramientas para los herramientas de mano de la linea alicates y herramientas de corte de procedencia nacional al precio de 14.0 soles",PRODUCTO,,
Ideal para la organización. Colocar sobre superficies planas.,RECOMENDACIONES,,
"Mantener limpio y seco para evitar la acumulación de polvo, gérmenes y sustancias no deseadas.",RECOMENDACIONES,,
Especificaciones técnicas;Jaladera tipo Full Grip;Gas Refrigerante R600a;Voltaje: 220V 60Hz En puerta de congelador;1 anaquel completo;1 anaquel medio. En interior de congelador;1 parrilla de alambrón;2 charolas para hielos. En puerta de enfriador;2 anaqueles completos;1 anaquel para botellas. En interior de enfriador;2 parrillas de cristal templado;Cajón legumbrero con tapa de cristal templado;Luz interior LED,CARACTERISTICAS,,
"Use sólo jabón o detergente y una esponja blanda. Enjuague bien cada pieza para retirar totalmente los residuos de los productos de limpieza, que, por ser abrasivos, pueden atacar el acero inoxidable. Siempre que sea posible, use agua caliente, porque renueva el brillo de los cubiertos. Después del lavado, enjuague inmediatamente las piezas porque sino las sustancias químicas del agua (cloro) pueden causar manchas.",RECOMENDACIONES,,
"acabado pavonado, volumen del producto 0, ean 7314150008841, tipo de producto llave, color gris, material acero, garantía de por vida por defectos de fabricación, procedencia nacional, país de origen suiza",FICHA,,
"Diseño circular, moderno, ligero y práctico. De fácil instalación, para adosar en techos. Ideal para uso en exteriores. Encendido instantáneo. Libre de mercurio. Baja emisión de calor. Protección del medio ambiente. IP20. Vida útil: 30000 h. CRI: 80. Temperatura: 6000 K.",CARACTERISTICAS,,
hidromasaje 131x131cm esq prncs 5jet bl de la marca future marble del area de baños para los tinas e hidromasajes de la linea sistemas de hidromasajes de procedencia nacional al precio de 399.0 soles,PRODUCTO,,
colgante lemorieta j negro de la marca eglo del area de iluminacion para los iluminacion decorativa de la linea colgantes trendy de procedencia nacional al precio de 2899.0 soles,PRODUCTO,,
Báñate cómodamente y a la temperatura ideal con esta moderna mezcladora para ducha que combina diseño y durabilidad.,DESCRIPCION,,
"altura del producto 10.00 cm, ancho del producto 2.50 cm, profundidad del producto 10.00 cm, volumen del producto 250, diametro del producto 0, ean 2000001532454, medidas 2.50x10.00x10.00, tipo de producto válvula, modelo esférica c/univ, color gris, material bronce, garantía 5 años, procedencia nacional, país de origen italia",FICHA,,
Entrada USB para alimentación de emergencia. Alarma de acceso denegado al insertar código incorrecto.,CARACTERISTICAS,,
"volumen del producto 0, ean 3165140555210, tipo de producto accesorios, color no aplica, garantía 6 meses, procedencia nacional, país de origen alemania",FICHA,,
Limpiar con un trapo seco o húmedo. No es necesario el uso de abrillantador y/o cera para su mantenimiento.,RECOMENDACIONES,,
Mantener limpio y seco para evitar la acumulación de humedad y el eventual deterioro del producto.,RECOMENDACIONES,,
calzado de seguridad nanterre s1p t - 39 de la marca clute del area de herramientas para los seguridad industrial de la linea calzado de seguridad de procedencia nacional al precio de 73.2 soles,PRODUCTO,,
"El escritorio es perfecto para una oficina, habitación o centro de estudio, fabricado en materiales de gran calidad.",DESCRIPCION,,
"volumen del producto 0, ean 5413656746386, color no aplica, garantía 1 año, procedencia nacional",FICHA,,
afilador multifuncional de la marca wayu del area de aire libre y temporada para los parrillas de la linea accesorios parrillas de procedencia nacional al precio de 57.9 soles,PRODUCTO,,
"tee 1"" aluminio de la marca global trader del area de ferreteria para los articulos para el mueblista de la linea tubo, perfil p/closet de procedencia nacional al precio de 9.6 soles",PRODUCTO,,
"Mueble debe ser adosado a una pared de material noble, viene sin patas, por ende, su instalación debe ser suspendida desde el piso. No incluye accesorios de gasfitería.",OBSERVACIONES,,
silla de bar apilable marfil urbano de la marca sm del area de tendencias para los i&o de la linea decoracion i&o de procedencia importado al precio de 117.9 soles,PRODUCTO,,
"Bisagra de acero con acabado bronce antiguo, de dos angulos remachados.",CARACTERISTICAS,,
Enchapada. Excelente calidad. Resistente y duradera.,CARACTERISTICAS,,
"volumen del producto 0, ean 2000000604886, color no aplica, garantía 1 año, procedencia nacional",FICHA,,
Juego de destornilladores fabricados con barras endurecida. Ideales para joyería y electrónica.,DESCRIPCION,,
"caja de derivacion 100x100x70 pvc sin cono de la marca tkl del area de electricidad para los tuberias, canaletas y conexiones de la linea caja/acces p/tuberia de procedencia nacional al precio de 9.9 soles",PRODUCTO,,
El color de luz depende del tipo de foco a escoger.  Se puede utilizar focos ahorradores o LED.,OBSERVACIONES,,
Cuerpo en acero. Gancho en acero endurecido. Cilindro en latón. 3 llaves en latón.,CARACTERISTICAS,,
rosticero electrico giratorio magico de la marca sm del area de aire libre y temporada para los parrillas de la linea parrillas a carbón de procedencia nacional al precio de 2000.0 soles,PRODUCTO,,
"Interior de color blanco. Tapa de acero inoxidable. Pito silbador de fuerte sonido. Asa ergonómica de bakelita. Superficie muy higiénica y de fácil limpieza. Puede usarse en todo tipo de cocinas: gas, eléctrica, vitrocerámica e inducción.",CARACTERISTICAS,,
maceta kabocha premium blanco 25 cm de la marca sm del area de jardin para los deco jardin de la linea macetas de procedencia importado al precio de 19.9 soles,PRODUCTO,,
"altura del producto 7.60 cm, ancho del producto 5.50 cm, profundidad del producto 7.50 cm, volumen del producto 313.5, ean 8423220093379, medidas 5.50x7.50x7.60, tipo de producto interruptor, modelo 6ka solera, color gris, material termoplástico, garantía 1 año, procedencia nacional, país de origen españa",FICHA,,
"grapa largo 1/2"" cor 3/8"" cal 22 -10k (s71)-maraga de la marca maraga del area de herramientas para los accesorios para herramientas electricas de la linea accesorios compresoras de procedencia nacional al precio de 23.9 soles",PRODUCTO,,
"altura del producto 0.30 cm, ancho del producto 11.00 cm, profundidad del producto 15.00 cm, volumen del producto 49.5, ean 2000003604166, medidas 11.00x15.00x0.30, tipo de producto escuadra, modelo no aplica, color naranja, material acero, garantía 06 meses por defectos de fabricación, procedencia nacional",FICHA,,
cocina gas 76 cm d slate de la marca mabe del area de electro hogar para los linea blanca de la linea cocinas de pie de procedencia nacional al precio de 3119.0 soles,PRODUCTO,,
"altura del producto 255.00 cm, ancho del producto 300.00 cm, profundidad del producto 17.00 cm, volumen del producto 1300500, diametro del producto 0, ean 3276000689775, medidas 300.00x17.00x255.00, tipo de producto sombrilla, modelo avea rectangular, color blanco, material aluminio/acero, garantía 2 años, procedencia importado, país de origen china",FICHA,,
Compuesto de dos gruesos bloques de cristal que se unen entre ellos sometiéndolos a un proceso de termofusión formando un solo bloque de cristal. Gran grosor. Resistencia a las roturas. Transmisión lumínica. Aislamiento acústico y térmico. Alta resistencia al fuego y a los cambios de temperatura.,CARACTERISTICAS,,
"Promart, en esta oportunidad, te ayuda a que establezcas las instalaciones sanitarias de tu vivienda de manera práctica y eficaz. Por eso, te ofrece accesorios de tubos y conexiones para que realices este trabajo, ya seas o no un experto.",DESCRIPCION,,
kitcerraduradigital   connect hub   zigbee de la marca yale del area de ferreteria para los chapas y cerrajeria de la linea cerraduras digitales de procedencia nacional al precio de 1959.0 soles,PRODUCTO,,
"altura del producto 45.00 cm, ancho del producto 60.00 cm, profundidad del producto 1.20 cm, volumen del producto 3240, diametro del producto 0, ean 2000001382080, medidas 60.00x1.20x45.00, tipo de producto piso, modelo disco, color beige, material poliéster, garantía 1 año, procedencia importado, país de origen china",FICHA,,
"Mantener el producto en un lugar limpio y ventilado, lejos de humedad. Almacenar la herramienta lubricada, si es por largo tiempo. Respetar las capacidades optimas de uso. Elegir la herramienta correcta para cada trabajo, facilitara la eficiencia del producto.",RECOMENDACIONES,,
Excelente estructura. Resistencia y durabilidad a su alcance.,CARACTERISTICAS,,
No aplica,OBSERVACIONES,,
Excelente calidad. Resistencia y durabilidad. Disfruta de lo más nuevo que Promart.pe trae para ti.,DESCRIPCION,,
"ancho del producto 25.00 cm, profundidad del producto 18.00 cm, volumen del producto 0, ean 2000003605187, tipo de producto cincel, modelo no aplica, color plata, material acero, garantía 06 meses por defectos de fabricación, procedencia nacional",FICHA,,
Utilice la cantidad indicada en las instrucciones.,RECOMENDACIONES,,
"Para cortes fáciles y en cualquier dirección. Trabaja en madera, plástico, fibra de vidrio, yeso, laminado, aluminio, revestimientos de vinil en una variedad de aplicaciones. Ideal para fijar enchufes y interruptores en armarios empotrados y paneles de lambrin.",RECOMENDACIONES,,
Ideal para la decoración conteniendo plantas y/o flores. Diseño de rombos.,CARACTERISTICAS,,
"volumen del producto 0, ean 4015394007647, color no aplica, garantía 1 año, procedencia nacional",FICHA,,
"Crea un mundo de posibilidades con esta piscina que permite que los niños dibujen en la base de la misma, haciendo que estos se vean muchos más vistosos de noche.",DESCRIPCION,,
sintox lsoh 80c 95 mm2 450/750v negro de la marca centelsa del area de electricidad para los cables de la linea cables especiales de procedencia nacional al precio de 58.3 soles,PRODUCTO,,
En el interior y exterior de la vivienda,RECOMENDACIONES,,
Con tecnología Duralock Power Preserve. Fuente de alimentación portátil para dispositivos electrónicos. Duraderas y de excelente calidad.,CARACTERISTICAS,,
"Adquirir marco, kit de instalación, bisagras y chapa.",RECOMENDACIONES,,
"volumen del producto 0, ean 7751195016439, color no aplica, garantía 1 año, procedencia nacional",FICHA,,
coc empotrable gas eh 90 5g ai tr ci de la marca teka del area de electro hogar para los empotrado  de la linea cocinas encimeras de procedencia nacional al precio de 1499.0 soles,PRODUCTO,,
"Se garantiza buena estabilidad en almacenamiento hasta por 12 meses, si se almacena bajo techo y en envase lleno y cerrado.",OBSERVACIONES,,
"Promart trae para ti la línea de brochas D'Color especialmente diseñada para cubrir con los requerimientos de los mejores pintores, así como también con los pintores amateur.¡No esperes más y descubre un mundo de color con D'Color y Promart!",DESCRIPCION,,
"altura del producto 25.00 cm, ancho del producto 122.00 cm, profundidad del producto 122.00 cm, volumen del producto 372100, ean 6942138982350, medidas 122.00x122.00x25.00, tipo de producto piscina, modelo princesas, color rosa, material plástico, garantía 1 año, procedencia importado",FICHA,,
Limpiar con paño seco.,RECOMENDACIONES,,
"altura del producto 1.30 cm, ancho del producto 70.00 cm, profundidad del producto 3.00 cm, volumen del producto 273, ean 2000001621349, medidas 70.00x3.00x1.30, tipo de producto cable, modelo ar-sc051, color negro, material otros, garantía 06 meses por defectos de fabricación, procedencia importado, país de origen china",FICHA,,
No manipular la valvula de seguridad. Se debe realizar un mantenimiento preventivo cada año por personal calificado.,OBSERVACIONES,,
"altura del producto 2.50 cm, ancho del producto 18.00 cm, profundidad del producto 9.00 cm, volumen del producto 405, diametro del producto 0, ean 6935364092313, medidas 18.00x9.00x2.50, tipo de producto switch, modelo tl-sg1008d, color negro, material otros, garantía 5 años, procedencia nacional, país de origen china",FICHA,,
vaso can schubert rocks x 6 0396cl6 de la marca cristar del area de cocina para los menaje de la linea hidratacion de procedencia nacional al precio de 45.9 soles,PRODUCTO,,
"acabado mate, altura del producto 18.60 cm, ancho del producto 22.00 cm, profundidad del producto 22.00 cm, volumen del producto 9002.4, ean 7752835088854, medidas 22.00x22.00x18.60, tipo de producto pintura, modelo súpermate, color blanco, material resina vinil acrílica, garantía 1 año, procedencia nacional, país de origen perú",FICHA,,
"ancho del producto 240.00 cm, volumen del producto 0, ean 2000001087206, modelo navidad, color aleatorio, material plástico, garantía 1 año, procedencia importado",FICHA,,
"Práctico mueble ideal para niños. Muy fácil de armar, sin necesidad de herramientas, liviano y seguro para los niños.",DESCRIPCION,,
No aplica,CARACTERISTICAS,,
Almacenar en temperatura y humedad recomendada. Las medidas corresponden al empaque del producto.,OBSERVACIONES,,
tee 3/4 a 1/2 simple presion - frio - de la marca pavco del area de gasfiteria para los tubos y conexiones de la linea acces y conec pvc sp de procedencia nacional al precio de 2.4 soles,PRODUCTO,,
"De estructura MDP 15 mm con revestimiento en pintura UV. Patas de PVC cromada. El mueble incluye tablero de MDP de 25 mm de espesor, revestido en papel melamínico, para la parte trasera viene con fondo de MDF 3 mm revestido en pintura UV.",CARACTERISTICAS,,
"Especialmente diseñada y construida para mantener su buen funcionamiento en el tiempo. Alta resistencia al impacto, amigable con el medio ambiente y menor peso, ofreciendo mayor vida útil a las bisagras instaladas en la puerta. Sistema finger joint: libera tensión, lo cual otorga mayor estabilidad estructural. Mayor resistencia a la absorción de humedad.  Se puede cepillar hasta 5 mm por lado.",DESCRIPCION,,
"altura del producto 132.00 cm, ancho del producto 46.00 cm, profundidad del producto 62.00 cm, volumen del producto 376464, ean 2000001469705, medidas 46.00x62.00x132.00, tipo de producto cómoda, modelo #5, color marrón, material plástico, garantía 1 año, procedencia nacional",FICHA,,
"altura del producto 260 cm, ancho del producto 295 cm, profundidad del producto 29.5 cm, volumen del producto 2262650, ean 2000001643556, medidas 295x29.5x260, tipo de producto pérgola, modelo lfxun-003, color negro, material acero, garantía por defecto de fabricación, procedencia importado, país de origen china",FICHA,,
"profundidad del producto 5.00 cm, volumen del producto 0, ean 7314150248186, tipo de producto dado, color rojo, material acero, garantía de por vida por defectos de fabricación, procedencia nacional",FICHA,,
MATERIAL NO ESTA DISEÑADO PARA TRABAJAR EXPUESTO A LA INTERPERIE,OBSERVACIONES,,
"jgo cuchillos asado 3pzs amazonas b de la marca tramontina del area de cocina para los menaje de la linea utensilios, cuchillos,cubiertos y reposteria de procedencia nacional al precio de 35.9 soles",PRODUCTO,,
Se recomienda limpiar con un paño de microfibra o poliseda y limpiavidrios para mantener el color y limpieza requerida. También se puede usar limpiadores especializados para plástico,RECOMENDACIONES,,
Limpiar en seco con un paño de microfibra o poliseda. Se recomienda colgar máximo 2 prendas por colgador,RECOMENDACIONES,,
multiuso tamires nature de la marca orange del area de muebles para los dormitorios de la linea closets rta de procedencia importado al precio de 279.0 soles,PRODUCTO,,
Secado al tacto de 30 a 60 minutos y 4 horas entre cada capa.,OBSERVACIONES,,
"altura del producto 49.20 cm, ancho del producto 67.20 cm, profundidad del producto 67.20 cm, volumen del producto 222179.328, ean 7750062032114, medidas 67.20x67.20x49.20, tipo de producto mesa infantil, modelo kinder disney princesas, color rosa, material polipropileno, garantía 06 meses por defectos de fabricación, procedencia nacional, país de origen perú",FICHA,,
La lámpara adosable de techo Dinka cuenta con un bonito diseño que combina estilos para decorar los espacios de tu hogar.Compatible con bombillas E-27.,DESCRIPCION,,
Garantía de 10 años.,OBSERVACIONES,,
Excelente calidad. Funcionalidad a su alcance.,CARACTERISTICAS,,
Potencia 2200 watts;Base de cerámica;Sistema anti goteo;Sistema anti sarro;Luz indicadora de funcionamiento;Regulador de vapor;Rociador de agua;Vapor vertical;Auto limpieza;Garantía 2 años,CARACTERISTICAS,,
"La esencia del color, su pigmentación. A través de una combinación única de arcillas creamos un color con pigmentación de origen 100% natural. Lo mejor de Suvinil ya lo conoces, ahora más sostenible.",CARACTERISTICAS,,
"Diseño ondulado en bordes para brindar estética al espacio. Ahorra hasta un 80% en consumo de energía. 8000 h de duración. No calienta el ambiente. Encendido instantáneo. Libre de rayos UV. Libre de mercurio. Aplicaciones ideales en dormitorios, salas, estudios, etc. Temperatura de color: 6000/4000/3000 K. Ángulo de apertura: 120°. Tipo de chip LED: SMD 5630. Permite cambio de tono de luz por medio de interruptor.Color de luz : Fría, Neutra y Cálida",CARACTERISTICAS,,
martillo ball pein 340gr de la marca bahco del area de herramientas para los herramientas de mano de la linea alicates y herramientas de corte de procedencia nacional al precio de 111.9 soles,PRODUCTO,,
locker metalico mk1-01-1 puerta portacandado de la marca maletek del area de organizacion y decoracion para los repisas y estanterias de la linea estanterias de procedencia nacional al precio de 369.0 soles,PRODUCTO,,
"volumen del producto 0, ean 7759484000985, tipo de producto resistencia, modelo línea, color gris, material acero inoxidable, garantía 06 meses por defectos de fabricación, procedencia nacional",FICHA,,
"Antes de instalar, verificar que la pared esté nivelada. Uso doméstico. Solo instalar en espacios interiores y en paredes de material noble o madera.",OBSERVACIONES,,
Colocar sobre superficies totalmente planas.,RECOMENDACIONES,,
"Capacidad máxima de operación 250MA con una tensión de 250V y esta diseñado para domicilios, oficinas, hoteles, etc.",OBSERVACIONES,,
"Taladro atornillador 12 V, con mandril de 10 mm, autoajustable. Con 2 velocidades, variables (máx 1500 rpm). Torque con 16 posiciones, además de luz Led. Cargador multivoltaje (12 a 20 V).",DESCRIPCION,,
Facilidad de corte. Para la fabricación de muebles. Caras impermeables capaces de soportar altas temperaturas .,OBSERVACIONES,,
Asegurarse de una correcta instalación.,OBSERVACIONES,,
locker plastico abs lp102 llave doblepin rojo de la marca maletek del area de organizacion y decoracion para los repisas y estanterias de la linea estanterias de procedencia nacional al precio de 1159.0 soles,PRODUCTO,,
Pared Piedra Spazio Kkala Beige 50x10cm 0.5m2. Disfruta de lo más nuevo que Promart.pe trae para ti.,DESCRIPCION,,
No requiere de herramientas para su instalación,OBSERVACIONES,,
"altura del producto 26.30 cm, ancho del producto 60.00 cm, profundidad del producto 60.00 cm, volumen del producto 94680, ean 7709887483786, medidas 60.00x60.00x26.30, tipo de producto mesa, modelo beijing, color marrón, material melamina, garantía 3 meses, procedencia nacional",FICHA,,
"Saca el chef que llevas dentro y prepara tus mejores comidas con la batidora pedestal TH-900PR de Thomas. Cuenta con capacidad de 5 litros perfecto para un mayor volumen de mezcla. Su novedoso diseño permite batir, mezclar y amasar en 6 velocidades + pulso con Planetary Mixing Action.Su bowl de acero inoxidable y con tapa transparente con ventana la hace perfecta para una mejor combinación de tus preparaciones dada su comodidad y fondo. Cuenta con luz led indicadora y los accesorios son removibles para una limpieza profunda. Además, la unión de accesorios metálica es perfecta para una mayor resistencia y duración.",DESCRIPCION,,
"Utilizar elementos de seguridad, como lentes y guantes al momento de uso del producto.",RECOMENDACIONES,,
No sacuda el agua que sobra.,OBSERVACIONES,,
vencelatex mate nuevo blanco ostra 4 lt de la marca vencedor del area de pinturas para los pinturas al latex de la linea latex medio de procedencia nacional al precio de 50.0 soles,PRODUCTO,,
"1/2"".",CARACTERISTICAS,,
"acabado cromado, tamaño del producto moderado, altura del producto 9.00 cm, ancho del producto 18.00 cm, profundidad del producto 22.00 cm, volumen del producto 3564, ean 7756513016573, medidas 18.00x22.00x9.00, tipo de producto salida, modelo glamour, color plata, material bronce, garantía de por vida por defectos de fabricación, procedencia nacional",FICHA,,
Excelente calidad. Resistentes y duraderas.,CARACTERISTICAS,,
timbre dingdong 220v con fus blanco acc89034 veto de la marca sm del area de electricidad para los seguridad de la linea timbres de procedencia nacional al precio de 19.0 soles,PRODUCTO,,
"tamaño del producto pequeño, volumen del producto 0, ean 7754656001050, tipo de producto pita rafia, modelo 250 g, color negro, material rafia, garantía por defecto de fabricación, procedencia nacional, país de origen perú",FICHA,,
"Lavarla muy bien al terminar de utilizarla, para así evitar la acumulación de residuos.",RECOMENDACIONES,,
"Cadena soldada electrónicamente de acero con bajo contenido de carbono, acabado zincado, resistente a la corrosión.",CARACTERISTICAS,,
"Accesorio decorativo para cubrir la cabeza de los tornillos de armado y así mejorar la estética de los armarios, camas, libreros, estantes, entre otros muebles de interior.",DESCRIPCION,,
puerta piston 60 cms rojo de la marca orange del area de cocina para los muebles de cocina de la linea muebles modulares basicos de procedencia importado al precio de 31.7 soles,PRODUCTO,,
"Ideal para actividades dentro y fuera de la casa. Instalar sobre una superficie plana, solo para uso doméstico",OBSERVACIONES,,
"acabado pulido, tamaño del producto pequeño, altura del producto 6.50 cm, ancho del producto 17.00 cm, profundidad del producto 16.00 cm, volumen del producto 1768, ean 7753960001558, medidas 17.00x16.00x6.50, tipo de producto cerradura, modelo ld-61, color plata, material zamak, garantía 1 año, procedencia nacional, país de origen china",FICHA,,
Los gérmenes pueden invadir los pisos de tu hogar. Protege a tu familia con todo el poder desinfectante que mata el 99.9% de bacterias aún diluido.,DESCRIPCION,,
Excelente calidad. Resistencia y durabilidad a su alcance.,CARACTERISTICAS,,
