CHUNK,TIPO,PREGUNTA,RESPUESTA
"acabado mate, altura del producto 18.60 cm, ancho del producto 22.00 cm, profundidad del producto 22.00 cm, volumen del producto 9002.4, ean 7752835088854, medidas 22.00x22.00x18.60, tipo de producto pintura, modelo súpermate, color blanco, material resina vinil acrílica, garantía 1 año, procedencia nacional, país de origen perú",FICHA,¿Qué se indica sobre el modelo ?,"acabado mate, altura del producto 18.60 cm, ancho del producto 22.00 cm, profundidad del producto 22.00 cm, volumen del producto 9002.4, ean 7752835088854, medidas 22.00x22.00x18.60, tipo de producto pintura, modelo súpermate, color blanco, material resina vinil acrílica, garantía 1 año, procedencia nacional, país de origen perú"
"ancho del producto 240.00 cm, volumen del producto 0, ean 2000001087206, modelo navidad, color aleatorio, material plástico, garantía 1 año, procedencia importado",FICHA,¿Qué se indica sobre el modelo ?,"ancho del producto 240.00 cm, volumen del producto 0, ean 2000001087206, modelo navidad, color aleatorio, material plástico, garantía 1 año, procedencia importado"
"Práctico mueble ideal para niños. Muy fácil de armar, sin necesidad de herramientas, liviano y seguro para los niños.",DESCRIPCION,¿Para qué sirve el ?,"Práctico mueble ideal para niños. Muy fácil de armar, sin necesidad de herramientas, liviano y seguro para los niños."
No aplica,CARACTERISTICAS,¿Qué se indica sobre el modelo ?,No aplica
Almacenar en temperatura y humedad recomendada. Las medidas corresponden al empaque del producto.,OBSERVACIONES,¿Qué se indica sobre el modelo ?,Almacenar en temperatura y humedad recomendada. Las medidas corresponden al empaque del producto.
tee 3/4 a 1/2 simple presion - frio - de la marca pavco del area de gasfiteria para los tubos y conexiones de la linea acces y conec pvc sp de procedencia nacional al precio de 2.4 soles,PRODUCTO,¿Qué características tiene el modelo tee 3/4 a 1/2 simple?,tee 3/4 a 1/2 simple presion - frio - de la marca pavco del area de gasfiteria para los tubos y conexiones de la linea acces y conec pvc sp de procedencia nacional al precio de 2.4 soles
"De estructura MDP 15 mm con revestimiento en pintura UV. Patas de PVC cromada. El mueble incluye tablero de MDP de 25 mm de espesor, revestido en papel melamínico, para la parte trasera viene con fondo de MDF 3 mm revestido en pintura UV.",CARACTERISTICAS,¿Qué se indica sobre el modelo ?,"De estructura MDP 15 mm con revestimiento en pintura UV. Patas de PVC cromada. El mueble incluye tablero de MDP de 25 mm de espesor, revestido en papel melamínico, para la parte trasera viene con fondo de MDF 3 mm revestido en pintura UV."
"Especialmente diseñada y construida para mantener su buen funcionamiento en el tiempo. Alta resistencia al impacto, amigable con el medio ambiente y menor peso, ofreciendo mayor vida útil a las bisagras instaladas en la puerta. Sistema finger joint: libera tensión, lo cual otorga mayor estabilidad estructural. Mayor resistencia a la absorción de humedad.  Se puede cepillar hasta 5 mm por lado.",DESCRIPCION,¿Para qué sirve el ?,"Especialmente diseñada y construida para mantener su buen funcionamiento en el tiempo. Alta resistencia al impacto, amigable con el medio ambiente y menor peso, ofreciendo mayor vida útil a las bisagras instaladas en la puerta. Sistema finger joint: libera tensión, lo cual otorga mayor estabilidad estructural. Mayor resistencia a la absorción de humedad.  Se puede cepillar hasta 5 mm por lado."
"altura del producto 132.00 cm, ancho del producto 46.00 cm, profundidad del producto 62.00 cm, volumen del producto 376464, ean 2000001469705, medidas 46.00x62.00x132.00, tipo de producto cómoda, modelo #5, color marrón, material plástico, garantía 1 año, procedencia nacional",FICHA,¿Qué se indica sobre el modelo ?,"altura del producto 132.00 cm, ancho del producto 46.00 cm, profundidad del producto 62.00 cm, volumen del producto 376464, ean 2000001469705, medidas 46.00x62.00x132.00, tipo de producto cómoda, modelo #5, color marrón, material plástico, garantía 1 año, procedencia nacional"
"altura del producto 260 cm, ancho del producto 295 cm, profundidad del producto 29.5 cm, volumen del producto 2262650, ean 2000001643556, medidas 295x29.5x260, tipo de producto pérgola, modelo lfxun-003, color negro, material acero, garantía por defecto de fabricación, procedencia importado, país de origen china",FICHA,¿Qué se indica sobre el modelo ?,"altura del producto 260 cm, ancho del producto 295 cm, profundidad del producto 29.5 cm, volumen del producto 2262650, ean 2000001643556, medidas 295x29.5x260, tipo de producto pérgola, modelo lfxun-003, color negro, material acero, garantía por defecto de fabricación, procedencia importado, país de origen china"
"profundidad del producto 5.00 cm, volumen del producto 0, ean 7314150248186, tipo de producto dado, color rojo, material acero, garantía de por vida por defectos de fabricación, procedencia nacional",FICHA,¿Qué se indica sobre el modelo ?,"profundidad del producto 5.00 cm, volumen del producto 0, ean 7314150248186, tipo de producto dado, color rojo, material acero, garantía de por vida por defectos de fabricación, procedencia nacional"
MATERIAL NO ESTA DISEÑADO PARA TRABAJAR EXPUESTO A LA INTERPERIE,OBSERVACIONES,¿Qué se indica sobre el modelo ?,MATERIAL NO ESTA DISEÑADO PARA TRABAJAR EXPUESTO A LA INTERPERIE
"jgo cuchillos asado 3pzs amazonas b de la marca tramontina del area de cocina para los menaje de la linea utensilios, cuchillos,cubiertos y reposteria de procedencia nacional al precio de 35.9 soles",PRODUCTO,¿Qué características tiene el modelo jgo cuchillos asado 3pzs amazonas?,"jgo cuchillos asado 3pzs amazonas b de la marca tramontina del area de cocina para los menaje de la linea utensilios, cuchillos,cubiertos y reposteria de procedencia nacional al precio de 35.9 soles"
Se recomienda limpiar con un paño de microfibra o poliseda y limpiavidrios para mantener el color y limpieza requerida. También se puede usar limpiadores especializados para plástico,RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,Se recomienda limpiar con un paño de microfibra o poliseda y limpiavidrios para mantener el color y limpieza requerida. También se puede usar limpiadores especializados para plástico
Limpiar en seco con un paño de microfibra o poliseda. Se recomienda colgar máximo 2 prendas por colgador,RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,Limpiar en seco con un paño de microfibra o poliseda. Se recomienda colgar máximo 2 prendas por colgador
multiuso tamires nature de la marca orange del area de muebles para los dormitorios de la linea closets rta de procedencia importado al precio de 279.0 soles,PRODUCTO,¿Qué características tiene el modelo multiuso tamires nature de la?,multiuso tamires nature de la marca orange del area de muebles para los dormitorios de la linea closets rta de procedencia importado al precio de 279.0 soles
Secado al tacto de 30 a 60 minutos y 4 horas entre cada capa.,OBSERVACIONES,¿Qué se indica sobre el modelo ?,Secado al tacto de 30 a 60 minutos y 4 horas entre cada capa.
"altura del producto 49.20 cm, ancho del producto 67.20 cm, profundidad del producto 67.20 cm, volumen del producto 222179.328, ean 7750062032114, medidas 67.20x67.20x49.20, tipo de producto mesa infantil, modelo kinder disney princesas, color rosa, material polipropileno, garantía 06 meses por defectos de fabricación, procedencia nacional, país de origen perú",FICHA,¿Qué se indica sobre el modelo ?,"altura del producto 49.20 cm, ancho del producto 67.20 cm, profundidad del producto 67.20 cm, volumen del producto 222179.328, ean 7750062032114, medidas 67.20x67.20x49.20, tipo de producto mesa infantil, modelo kinder disney princesas, color rosa, material polipropileno, garantía 06 meses por defectos de fabricación, procedencia nacional, país de origen perú"
La lámpara adosable de techo Dinka cuenta con un bonito diseño que combina estilos para decorar los espacios de tu hogar.Compatible con bombillas E-27.,DESCRIPCION,¿Para qué sirve el ?,La lámpara adosable de techo Dinka cuenta con un bonito diseño que combina estilos para decorar los espacios de tu hogar.Compatible con bombillas E-27.
Garantía de 10 años.,OBSERVACIONES,¿Qué se indica sobre el modelo ?,Garantía de 10 años.
Excelente calidad. Funcionalidad a su alcance.,CARACTERISTICAS,¿Qué se indica sobre el modelo ?,Excelente calidad. Funcionalidad a su alcance.
Potencia 2200 watts;Base de cerámica;Sistema anti goteo;Sistema anti sarro;Luz indicadora de funcionamiento;Regulador de vapor;Rociador de agua;Vapor vertical;Auto limpieza;Garantía 2 años,CARACTERISTICAS,¿Qué se indica sobre el modelo ?,Potencia 2200 watts;Base de cerámica;Sistema anti goteo;Sistema anti sarro;Luz indicadora de funcionamiento;Regulador de vapor;Rociador de agua;Vapor vertical;Auto limpieza;Garantía 2 años
"La esencia del color, su pigmentación. A través de una combinación única de arcillas creamos un color con pigmentación de origen 100% natural. Lo mejor de Suvinil ya lo conoces, ahora más sostenible.",CARACTERISTICAS,¿Qué se indica sobre el modelo ?,"La esencia del color, su pigmentación. A través de una combinación única de arcillas creamos un color con pigmentación de origen 100% natural. Lo mejor de Suvinil ya lo conoces, ahora más sostenible."
"Diseño ondulado en bordes para brindar estética al espacio. Ahorra hasta un 80% en consumo de energía. 8000 h de duración. No calienta el ambiente. Encendido instantáneo. Libre de rayos UV. Libre de mercurio. Aplicaciones ideales en dormitorios, salas, estudios, etc. Temperatura de color: 6000/4000/3000 K. Ángulo de apertura: 120°. Tipo de chip LED: SMD 5630. Permite cambio de tono de luz por medio de interruptor.Color de luz : Fría, Neutra y Cálida",CARACTERISTICAS,¿Qué se indica sobre el modelo ?,"Diseño ondulado en bordes para brindar estética al espacio. Ahorra hasta un 80% en consumo de energía. 8000 h de duración. No calienta el ambiente. Encendido instantáneo. Libre de rayos UV. Libre de mercurio. Aplicaciones ideales en dormitorios, salas, estudios, etc. Temperatura de color: 6000/4000/3000 K. Ángulo de apertura: 120°. Tipo de chip LED: SMD 5630. Permite cambio de tono de luz por medio de interruptor.Color de luz : Fría, Neutra y Cálida"
martillo ball pein 340gr de la marca bahco del area de herramientas para los herramientas de mano de la linea alicates y herramientas de corte de procedencia nacional al precio de 111.9 soles,PRODUCTO,¿Qué características tiene el modelo martillo ball pein 340gr de?,martillo ball pein 340gr de la marca bahco del area de herramientas para los herramientas de mano de la linea alicates y herramientas de corte de procedencia nacional al precio de 111.9 soles
locker metalico mk1-01-1 puerta portacandado de la marca maletek del area de organizacion y decoracion para los repisas y estanterias de la linea estanterias de procedencia nacional al precio de 369.0 soles,PRODUCTO,¿Qué características tiene el modelo locker metalico mk1-01-1 puerta portacandado?,locker metalico mk1-01-1 puerta portacandado de la marca maletek del area de organizacion y decoracion para los repisas y estanterias de la linea estanterias de procedencia nacional al precio de 369.0 soles
"volumen del producto 0, ean 7759484000985, tipo de producto resistencia, modelo línea, color gris, material acero inoxidable, garantía 06 meses por defectos de fabricación, procedencia nacional",FICHA,¿Qué se indica sobre el modelo ?,"volumen del producto 0, ean 7759484000985, tipo de producto resistencia, modelo línea, color gris, material acero inoxidable, garantía 06 meses por defectos de fabricación, procedencia nacional"
"Antes de instalar, verificar que la pared esté nivelada. Uso doméstico. Solo instalar en espacios interiores y en paredes de material noble o madera.",OBSERVACIONES,¿Qué se indica sobre el modelo ?,"Antes de instalar, verificar que la pared esté nivelada. Uso doméstico. Solo instalar en espacios interiores y en paredes de material noble o madera."
Colocar sobre superficies totalmente planas.,RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,Colocar sobre superficies totalmente planas.
"Capacidad máxima de operación 250MA con una tensión de 250V y esta diseñado para domicilios, oficinas, hoteles, etc.",OBSERVACIONES,¿Qué se indica sobre el modelo ?,"Capacidad máxima de operación 250MA con una tensión de 250V y esta diseñado para domicilios, oficinas, hoteles, etc."
"Taladro atornillador 12 V, con mandril de 10 mm, autoajustable. Con 2 velocidades, variables (máx 1500 rpm). Torque con 16 posiciones, además de luz Led. Cargador multivoltaje (12 a 20 V).",DESCRIPCION,¿Para qué sirve el ?,"Taladro atornillador 12 V, con mandril de 10 mm, autoajustable. Con 2 velocidades, variables (máx 1500 rpm). Torque con 16 posiciones, además de luz Led. Cargador multivoltaje (12 a 20 V)."
Facilidad de corte. Para la fabricación de muebles. Caras impermeables capaces de soportar altas temperaturas .,OBSERVACIONES,¿Qué se indica sobre el modelo ?,Facilidad de corte. Para la fabricación de muebles. Caras impermeables capaces de soportar altas temperaturas .
Asegurarse de una correcta instalación.,OBSERVACIONES,¿Qué se indica sobre el modelo ?,Asegurarse de una correcta instalación.
locker plastico abs lp102 llave doblepin rojo de la marca maletek del area de organizacion y decoracion para los repisas y estanterias de la linea estanterias de procedencia nacional al precio de 1159.0 soles,PRODUCTO,¿Qué características tiene el modelo locker plastico abs lp102 llave?,locker plastico abs lp102 llave doblepin rojo de la marca maletek del area de organizacion y decoracion para los repisas y estanterias de la linea estanterias de procedencia nacional al precio de 1159.0 soles
Pared Piedra Spazio Kkala Beige 50x10cm 0.5m2. Disfruta de lo más nuevo que Promart.pe trae para ti.,DESCRIPCION,¿Para qué sirve el ?,Pared Piedra Spazio Kkala Beige 50x10cm 0.5m2. Disfruta de lo más nuevo que Promart.pe trae para ti.
No requiere de herramientas para su instalación,OBSERVACIONES,¿Qué se indica sobre el modelo ?,No requiere de herramientas para su instalación
"altura del producto 26.30 cm, ancho del producto 60.00 cm, profundidad del producto 60.00 cm, volumen del producto 94680, ean 7709887483786, medidas 60.00x60.00x26.30, tipo de producto mesa, modelo beijing, color marrón, material melamina, garantía 3 meses, procedencia nacional",FICHA,¿Qué se indica sobre el modelo ?,"altura del producto 26.30 cm, ancho del producto 60.00 cm, profundidad del producto 60.00 cm, volumen del producto 94680, ean 7709887483786, medidas 60.00x60.00x26.30, tipo de producto mesa, modelo beijing, color marrón, material melamina, garantía 3 meses, procedencia nacional"
"Saca el chef que llevas dentro y prepara tus mejores comidas con la batidora pedestal TH-900PR de Thomas. Cuenta con capacidad de 5 litros perfecto para un mayor volumen de mezcla. Su novedoso diseño permite batir, mezclar y amasar en 6 velocidades + pulso con Planetary Mixing Action.Su bowl de acero inoxidable y con tapa transparente con ventana la hace perfecta para una mejor combinación de tus preparaciones dada su comodidad y fondo. Cuenta con luz led indicadora y los accesorios son removibles para una limpieza profunda. Además, la unión de accesorios metálica es perfecta para una mayor resistencia y duración.",DESCRIPCION,¿Para qué sirve el ?,"Saca el chef que llevas dentro y prepara tus mejores comidas con la batidora pedestal TH-900PR de Thomas. Cuenta con capacidad de 5 litros perfecto para un mayor volumen de mezcla. Su novedoso diseño permite batir, mezclar y amasar en 6 velocidades + pulso con Planetary Mixing Action.Su bowl de acero inoxidable y con tapa transparente con ventana la hace perfecta para una mejor combinación de tus preparaciones dada su comodidad y fondo. Cuenta con luz led indicadora y los accesorios son removibles para una limpieza profunda. Además, la unión de accesorios metálica es perfecta para una mayor resistencia y duración."
"Utilizar elementos de seguridad, como lentes y guantes al momento de uso del producto.",RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,"Utilizar elementos de seguridad, como lentes y guantes al momento de uso del producto."
No sacuda el agua que sobra.,OBSERVACIONES,¿Qué se indica sobre el modelo ?,No sacuda el agua que sobra.
vencelatex mate nuevo blanco ostra 4 lt de la marca vencedor del area de pinturas para los pinturas al latex de la linea latex medio de procedencia nacional al precio de 50.0 soles,PRODUCTO,¿Qué características tiene el modelo vencelatex mate nuevo blanco ostra?,vencelatex mate nuevo blanco ostra 4 lt de la marca vencedor del area de pinturas para los pinturas al latex de la linea latex medio de procedencia nacional al precio de 50.0 soles
"1/2"".",CARACTERISTICAS,¿Qué se indica sobre el modelo ?,"1/2""."
"acabado cromado, tamaño del producto moderado, altura del producto 9.00 cm, ancho del producto 18.00 cm, profundidad del producto 22.00 cm, volumen del producto 3564, ean 7756513016573, medidas 18.00x22.00x9.00, tipo de producto salida, modelo glamour, color plata, material bronce, garantía de por vida por defectos de fabricación, procedencia nacional",FICHA,¿Qué se indica sobre el modelo ?,"acabado cromado, tamaño del producto moderado, altura del producto 9.00 cm, ancho del producto 18.00 cm, profundidad del producto 22.00 cm, volumen del producto 3564, ean 7756513016573, medidas 18.00x22.00x9.00, tipo de producto salida, modelo glamour, color plata, material bronce, garantía de por vida por defectos de fabricación, procedencia nacional"
Excelente calidad. Resistentes y duraderas.,CARACTERISTICAS,¿Qué se indica sobre el modelo ?,Excelente calidad. Resistentes y duraderas.
timbre dingdong 220v con fus blanco acc89034 veto de la marca sm del area de electricidad para los seguridad de la linea timbres de procedencia nacional al precio de 19.0 soles,PRODUCTO,¿Qué características tiene el modelo timbre dingdong 220v con fus?,timbre dingdong 220v con fus blanco acc89034 veto de la marca sm del area de electricidad para los seguridad de la linea timbres de procedencia nacional al precio de 19.0 soles
"tamaño del producto pequeño, volumen del producto 0, ean 7754656001050, tipo de producto pita rafia, modelo 250 g, color negro, material rafia, garantía por defecto de fabricación, procedencia nacional, país de origen perú",FICHA,¿Qué se indica sobre el modelo ?,"tamaño del producto pequeño, volumen del producto 0, ean 7754656001050, tipo de producto pita rafia, modelo 250 g, color negro, material rafia, garantía por defecto de fabricación, procedencia nacional, país de origen perú"
"Lavarla muy bien al terminar de utilizarla, para así evitar la acumulación de residuos.",RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,"Lavarla muy bien al terminar de utilizarla, para así evitar la acumulación de residuos."
"Cadena soldada electrónicamente de acero con bajo contenido de carbono, acabado zincado, resistente a la corrosión.",CARACTERISTICAS,¿Qué se indica sobre el modelo ?,"Cadena soldada electrónicamente de acero con bajo contenido de carbono, acabado zincado, resistente a la corrosión."
"Accesorio decorativo para cubrir la cabeza de los tornillos de armado y así mejorar la estética de los armarios, camas, libreros, estantes, entre otros muebles de interior.",DESCRIPCION,¿Para qué sirve el ?,"Accesorio decorativo para cubrir la cabeza de los tornillos de armado y así mejorar la estética de los armarios, camas, libreros, estantes, entre otros muebles de interior."
puerta piston 60 cms rojo de la marca orange del area de cocina para los muebles de cocina de la linea muebles modulares basicos de procedencia importado al precio de 31.7 soles,PRODUCTO,¿Qué características tiene el modelo puerta piston 60 cms rojo?,puerta piston 60 cms rojo de la marca orange del area de cocina para los muebles de cocina de la linea muebles modulares basicos de procedencia importado al precio de 31.7 soles
"Ideal para actividades dentro y fuera de la casa. Instalar sobre una superficie plana, solo para uso doméstico",OBSERVACIONES,¿Qué se indica sobre el modelo ?,"Ideal para actividades dentro y fuera de la casa. Instalar sobre una superficie plana, solo para uso doméstico"
"acabado pulido, tamaño del producto pequeño, altura del producto 6.50 cm, ancho del producto 17.00 cm, profundidad del producto 16.00 cm, volumen del producto 1768, ean 7753960001558, medidas 17.00x16.00x6.50, tipo de producto cerradura, modelo ld-61, color plata, material zamak, garantía 1 año, procedencia nacional, país de origen china",FICHA,¿Qué se indica sobre el modelo ?,"acabado pulido, tamaño del producto pequeño, altura del producto 6.50 cm, ancho del producto 17.00 cm, profundidad del producto 16.00 cm, volumen del producto 1768, ean 7753960001558, medidas 17.00x16.00x6.50, tipo de producto cerradura, modelo ld-61, color plata, material zamak, garantía 1 año, procedencia nacional, país de origen china"
Los gérmenes pueden invadir los pisos de tu hogar. Protege a tu familia con todo el poder desinfectante que mata el 99.9% de bacterias aún diluido.,DESCRIPCION,¿Para qué sirve el ?,Los gérmenes pueden invadir los pisos de tu hogar. Protege a tu familia con todo el poder desinfectante que mata el 99.9% de bacterias aún diluido.
Excelente calidad. Resistencia y durabilidad a su alcance.,CARACTERISTICAS,¿Qué se indica sobre el modelo ?,Excelente calidad. Resistencia y durabilidad a su alcance.
Placa Armada Orange: Conmutador Doble Matte Negro. Disfruta de lo más nuevo que Promart.pe trae para ti.,DESCRIPCION,¿Para qué sirve el ?,Placa Armada Orange: Conmutador Doble Matte Negro. Disfruta de lo más nuevo que Promart.pe trae para ti.
botin seguridad force t-45 de la marca bata del area de herramientas para los seguridad industrial de la linea calzado de seguridad de procedencia nacional al precio de 169.9 soles,PRODUCTO,¿Qué características tiene el modelo botin seguridad force t-45 de?,botin seguridad force t-45 de la marca bata del area de herramientas para los seguridad industrial de la linea calzado de seguridad de procedencia nacional al precio de 169.9 soles
Mojarse las manos y aplicar el producto. Frotar hasta producir abundante espuma. Enjuagar y secar las manos.,RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,Mojarse las manos y aplicar el producto. Frotar hasta producir abundante espuma. Enjuagar y secar las manos.
"altura del producto 94.30 cm, ancho del producto 77.00 cm, profundidad del producto 65.00 cm, volumen del producto 471971.5, diametro del producto 0, ean 2000001554425, medidas 77.00x65.00x94.30, tipo de producto cocina, modelo cx781 inox xplus, color plata, material acero, garantía 1 año, procedencia nacional, país de origen perú",FICHA,¿Qué se indica sobre el modelo ?,"altura del producto 94.30 cm, ancho del producto 77.00 cm, profundidad del producto 65.00 cm, volumen del producto 471971.5, diametro del producto 0, ean 2000001554425, medidas 77.00x65.00x94.30, tipo de producto cocina, modelo cx781 inox xplus, color plata, material acero, garantía 1 año, procedencia nacional, país de origen perú"
"Tener en cuenta que el tablero electrico a instalar sea tipo riel, tener en cuenta el calibre del cable antes de instalar el interruptor termomagnético.",RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,"Tener en cuenta que el tablero electrico a instalar sea tipo riel, tener en cuenta el calibre del cable antes de instalar el interruptor termomagnético."
"ancho del producto 1.00 cm, profundidad del producto 1.00 cm, volumen del producto 0, ean 2000001112670, color no aplica, garantía 1 año, procedencia nacional",FICHA,¿Qué se indica sobre el modelo ?,"ancho del producto 1.00 cm, profundidad del producto 1.00 cm, volumen del producto 0, ean 2000001112670, color no aplica, garantía 1 año, procedencia nacional"
Kit Inca Denver de gran durabilidad y diseño compacto. Ideal para ahorrar espacio y mantener en orden todos tus accesorios dentro del baño.,DESCRIPCION,¿Para qué sirve el ?,Kit Inca Denver de gran durabilidad y diseño compacto. Ideal para ahorrar espacio y mantener en orden todos tus accesorios dentro del baño.
Colocar en superficies planas. Limpiar con paño húmedo.,RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,Colocar en superficies planas. Limpiar con paño húmedo.
Cubrir con cinta de papel antes de fraguar. Colocar sobre superficie limpia y seca. Limpiar con trapo de algodón seco.,RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,Cubrir con cinta de papel antes de fraguar. Colocar sobre superficie limpia y seca. Limpiar con trapo de algodón seco.
"tamaño del producto pequeño, altura del producto 1.00 cm, ancho del producto 240.00 cm, profundidad del producto 1.50 cm, volumen del producto 360, ean 7754021007977, medidas 240.00x1.50x1.00, tipo de producto listelo, modelo borde l  brill, color gris, material aluminio, garantía 1 año, procedencia nacional, país de origen china",FICHA,¿Qué se indica sobre el modelo ?,"tamaño del producto pequeño, altura del producto 1.00 cm, ancho del producto 240.00 cm, profundidad del producto 1.50 cm, volumen del producto 360, ean 7754021007977, medidas 240.00x1.50x1.00, tipo de producto listelo, modelo borde l  brill, color gris, material aluminio, garantía 1 año, procedencia nacional, país de origen china"
"cpp duralatex blanco humo 4gl de la marca cpp del area de pinturas para los esmaltes, barnices y solventes de la linea anticorrosivos de procedencia nacional al precio de 245.0 soles",PRODUCTO,¿Qué características tiene el modelo cpp duralatex blanco humo 4gl?,"cpp duralatex blanco humo 4gl de la marca cpp del area de pinturas para los esmaltes, barnices y solventes de la linea anticorrosivos de procedencia nacional al precio de 245.0 soles"
"Ideal para uso residencial, dormitorios, pasillos, salas y hall.",RECOMENDACIONES,¿Qué recomendaciones se deben seguir al usar ?,"Ideal para uso residencial, dormitorios, pasillos, salas y hall."
"altura del producto 20.50 cm, ancho del producto 9.50 cm, profundidad del producto 9.50 cm, volumen del producto 1850.125, ean 7755236000579, medidas 9.50x9.50x20.50, tipo de producto gel, modelo no aplica, color transparente, material otros, garantía 06 meses por defectos de fabricación, procedencia nacional, país de origen perú",FICHA,¿Qué se indica sobre el modelo ?,"altura del producto 20.50 cm, ancho del producto 9.50 cm, profundidad del producto 9.50 cm, volumen del producto 1850.125, ean 7755236000579, medidas 9.50x9.50x20.50, tipo de producto gel, modelo no aplica, color transparente, material otros, garantía 06 meses por defectos de fabricación, procedencia nacional, país de origen perú"
"profundidad del producto 2.80 cm, volumen del producto 0, diametro del producto 4.80 cm, ean 3165140518406, tipo de producto sierras copa, modelo hb187, color blanco, material aleación de metales, garantía 6 meses, procedencia nacional, país de origen alemania",FICHA,¿Qué se indica sobre el modelo ?,"profundidad del producto 2.80 cm, volumen del producto 0, diametro del producto 4.80 cm, ean 3165140518406, tipo de producto sierras copa, modelo hb187, color blanco, material aleación de metales, garantía 6 meses, procedencia nacional, país de origen alemania"
"altura del producto 5.00 cm, ancho del producto 100.00 cm, profundidad del producto 60.00 cm, volumen del producto 30000, ean 7754021017006, medidas 100.00x60.00x5.00, tipo de producto piso, modelo ondas, color negro, material pvc, garantía 1 año, procedencia nacional, país de origen china",FICHA,¿Qué se indica sobre el modelo ?,"altura del producto 5.00 cm, ancho del producto 100.00 cm, profundidad del producto 60.00 cm, volumen del producto 30000, ean 7754021017006, medidas 100.00x60.00x5.00, tipo de producto piso, modelo ondas, color negro, material pvc, garantía 1 año, procedencia nacional, país de origen china"
"volumen del producto 0, ean 7756962001298, color no aplica, garantía 1 año, procedencia nacional",FICHA,¿Qué se indica sobre el modelo ?,"volumen del producto 0, ean 7756962001298, color no aplica, garantía 1 año, procedencia nacional"
silla plástica (blanco/negro)-42×58×80¿cm de la marca sm del area de aire libre y temporada para los muebles de plastico de la linea sillas de plastico de procedencia importado al precio de 44.9 soles,PRODUCTO,¿Qué características tiene el modelo silla plástica (blanco/negro)-42×58×80¿cm de la?,silla plástica (blanco/negro)-42×58×80¿cm de la marca sm del area de aire libre y temporada para los muebles de plastico de la linea sillas de plastico de procedencia importado al precio de 44.9 soles
Excelente calidad. Resistencia y durabilidad.,CARACTERISTICAS,¿Qué se indica sobre el modelo ?,Excelente calidad. Resistencia y durabilidad.
"acabado vitrificado, altura del producto 3.00 cm, ancho del producto 45.00 cm, profundidad del producto 0.80 cm, volumen del producto 108, diametro del producto 0, ean 7754021012698, medidas 45.00x0.80x3.00, tipo de producto listelo, modelo cloe, color blanco, material cerámica, garantía por defecto de fabricación, procedencia nacional, país de origen perú",FICHA,¿Qué se indica sobre el modelo ?,"acabado vitrificado, altura del producto 3.00 cm, ancho del producto 45.00 cm, profundidad del producto 0.80 cm, volumen del producto 108, diametro del producto 0, ean 7754021012698, medidas 45.00x0.80x3.00, tipo de producto listelo, modelo cloe, color blanco, material cerámica, garantía por defecto de fabricación, procedencia nacional, país de origen perú"
Puertas contra placadas en HDF  de 3 mm con bastidores de pino radiata y  refuerzo interior para colocar bisagra tipo vaivén. Cuenta con un espacio de 12.5 x 167.5 cm para colocar vidrio. Ideal para espacios de cocina o comedor. Cuenta con un relleno Honey Comb. Estabilidad gracias a su estructura compuesta de madera pino libre de tensiones.,CARACTERISTICAS,¿Qué se indica sobre el modelo ?,Puertas contra placadas en HDF  de 3 mm con bastidores de pino radiata y  refuerzo interior para colocar bisagra tipo vaivén. Cuenta con un espacio de 12.5 x 167.5 cm para colocar vidrio. Ideal para espacios de cocina o comedor. Cuenta con un relleno Honey Comb. Estabilidad gracias a su estructura compuesta de madera pino libre de tensiones.
"pDisfruta de deliciosos waffles frescos con la Waflera Personal 10cm Negra Holstein, la herramienta perfecta para los amantes del desayuno. Su diseño compacto y liviano facilita el transporte y almacenamiento, mientras que la cobertura antiadherente libre de PFOA garantiza una limpieza sencilla y rápida. Características y beneficios de la Waflera personal 10cm negra Holstein: Cobertura antiadherente libre de PFOA para una limpieza rápida y fácil.br• Canal antiderrames que previene desastres y mantiene tu cocina limpia.br• Diseño compacto y liviano ideal para llevar y almacenar con facilidad.br• Luces indicadoras para cocinar a la temperatura óptima.",DESCRIPCION,¿Para qué sirve el ?,"pDisfruta de deliciosos waffles frescos con la Waflera Personal 10cm Negra Holstein, la herramienta perfecta para los amantes del desayuno. Su diseño compacto y liviano facilita el transporte y almacenamiento, mientras que la cobertura antiadherente libre de PFOA garantiza una limpieza sencilla y rápida. Características y beneficios de la Waflera personal 10cm negra Holstein: Cobertura antiadherente libre de PFOA para una limpieza rápida y fácil.br• Canal antiderrames que previene desastres y mantiene tu cocina limpia.br• Diseño compacto y liviano ideal para llevar y almacenar con facilidad.br• Luces indicadoras para cocinar a la temperatura óptima."
